property_id,address,city,province,property_type,bedrooms,bathrooms,parking_spaces,size_sqm,erf_size_sqm,listing_price,listing_date,sale_date,sale_price,agent_id,status
201,"153 Station Lane, Houghton",Johannesburg,Gauteng,Townhouse,3,2.5,2,109,243,2980658,2024-05-06,,,4,Listed
202,"790 Beach Avenue, Sea Point",Cape Town,Western Cape,House,2,1,3,265,1103,4089555,2024-09-21,,,6,Listed
203,"144 Station Drive, Durban North",Durban,KwaZulu-Natal,Townhouse,4,1.5,2,132,156,1339778,2025-01-02,2025-03-29,1356906,48,Sold
204,"187 Park Drive, Randburg",Johannesburg,Gauteng,Apartment,2,2,2,114,0,2896276,2025-05-14,2025-08-31,2816237,27,Sold
205,"357 Park Road, Glenwood",Durban,KwaZulu-Natal,Apartment,1,2,2,58,0,1507502,2024-10-04,,,43,Listed
206,"797 Beach Lane, Bryanston",Johannesburg,Gauteng,Townhouse,3,2,2,210,204,2206822,2024-07-15,2024-11-29,2006488,17,Sold
207,"466 Victoria Avenue, Framesby",Port Elizabeth,Eastern Cape,Apartment,2,1.5,1,134,0,1882440,2024-05-27,,,35,Under Offer
208,"361 Oak Drive, Ballito",Durban,KwaZulu-Natal,House,4,2,1,172,458,2006858,2025-04-07,2025-08-02,1968965,37,Sold
209,"74 Long Drive, Menlyn",Pretoria,Gauteng,Apartment,3,1.5,2,58,0,2081654,2024-07-11,,,39,Under Offer
210,"738 Church Street, Montana",Pretoria,Gauteng,House,4,2.5,4,441,343,1995931,2025-08-24,,,11,Under Offer
211,"800 Main Lane, Arcadia",Pretoria,Gauteng,Townhouse,3,2.5,2,164,358,2515529,2025-10-19,2026-03-11,2594395,15,Sold
212,"918 Market Street, Bellville",Cape Town,Western Cape,Apartment,1,1,2,183,0,2338190,2024-07-01,2024-09-18,2226347,38,Sold
213,"45 Market Lane, Waterkloof",Pretoria,Gauteng,Apartment,3,2,2,93,0,2033922,2024-05-08,2024-09-18,1869995,24,Sold
214,"1 Park Road, Durban North",Durban,KwaZulu-Natal,House,3,2.5,1,283,1393,3510829,2024-07-13,2024-10-29,3373576,18,Sold
215,"224 Oak Street, Centurion",Pretoria,Gauteng,Townhouse,4,2.5,1,219,285,2390032,2025-04-05,,,49,Listed
216,"113 Market Drive, Arcadia",Pretoria,Gauteng,House,5,3,2,295,441,3850031,2025-06-11,,,12,Listed
217,"746 Oak Street, Centurion",Pretoria,Gauteng,House,4,2.5,2,189,861,2659360,2024-01-16,2024-03-26,2406365,47,Sold
218,"566 Jan Smuts Avenue, Midrand",Johannesburg,Gauteng,Townhouse,3,2.5,1,122,339,2762153,2025-02-22,,,3,Under Offer
219,"449 Jan Smuts Lane, Arcadia",Pretoria,Gauteng,Farm,3,3,8,391,219731,3311696,2023-11-23,,,20,Under Offer
220,"11 Station Road, Greenbushes",Port Elizabeth,Eastern Cape,Apartment,2,1.5,1,69,0,1550150,2023-11-15,,,19,Withdrawn
221,"332 Jan Smuts Street, Woodstock",Cape Town,Western Cape,Apartment,1,2,1,177,0,1654118,2024-09-14,,,5,Under Offer
222,"377 Beach Lane, Framesby",Port Elizabeth,Eastern Cape,Apartment,1,1,1,171,0,870037,2025-04-09,,,13,Listed
223,"962 Jan Smuts Drive, Lovemore Heights",Port Elizabeth,Eastern Cape,House,3,2,1,297,1061,1239749,2024-11-19,,,24,Listed
224,"128 Beach Avenue, Green Point",Cape Town,Western Cape,Townhouse,3,2.5,1,170,287,2573070,2024-05-06,,,2,Listed
225,"671 Main Road, Morningside",Durban,KwaZulu-Natal,House,3,1,4,382,684,3526659,2024-02-02,2024-07-29,3449302,50,Sold
226,"221 Station Drive, Kabega Park",Port Elizabeth,Eastern Cape,House,2,3,2,242,949,3092267,2024-08-11,,,11,Listed
227,"834 Main Road, Green Point",Cape Town,Western Cape,House,3,2,1,293,491,5113806,2025-06-26,,,16,Withdrawn
228,"483 Jan Smuts Avenue, Greenbushes",Port Elizabeth,Eastern Cape,Apartment,1,1,2,168,0,1851509,2024-10-30,,,7,Listed
229,"956 Oak Lane, Waterkloof",Pretoria,Gauteng,Townhouse,3,2.5,1,242,367,2467412,2023-12-10,2024-04-07,2363856,36,Sold
230,"461 Station Drive, Bishopscourt",Cape Town,Western Cape,Townhouse,3,1.5,2,122,291,1720343,2025-01-12,,,48,Under Offer
231,"153 Beach Street, Framesby",Port Elizabeth,Eastern Cape,House,6,2.5,2,162,547,1229797,2025-04-07,,,45,Listed
232,"996 Market Lane, Humewood",Port Elizabeth,Eastern Cape,House,5,4,3,296,317,1605848,2024-08-24,,,23,Listed
233,"786 Nelson Mandela Lane, Berea",Durban,KwaZulu-Natal,Commercial,0,6,6,1771,1073,8538284,2024-04-11,,,15,Withdrawn
234,"821 Long Road, Durban North",Durban,KwaZulu-Natal,House,4,2,4,246,534,3719253,2024-03-03,,,3,Listed
235,"555 Church Drive, Glenwood",Durban,KwaZulu-Natal,Apartment,1,1,2,161,0,1517477,2025-02-02,,,34,Listed
236,"919 Long Drive, Hatfield",Pretoria,Gauteng,Apartment,4,2.5,2,145,0,1538140,2024-12-16,,,15,Under Offer
237,"128 Park Lane, Westville",Durban,KwaZulu-Natal,House,5,2.5,1,261,373,1970851,2024-09-08,,,5,Listed
238,"155 Church Lane, Greenbushes",Port Elizabeth,Eastern Cape,House,4,2.5,3,259,1096,1377775,2024-06-01,,,48,Listed
239,"673 Oak Road, Lynnwood",Pretoria,Gauteng,Townhouse,4,2,2,208,322,2724032,2024-09-28,,,16,Listed
240,"926 Long Drive, Ballito",Durban,KwaZulu-Natal,House,5,2.5,4,442,686,1386687,2024-10-02,,,25,Listed
241,"609 Station Street, Camps Bay",Cape Town,Western Cape,Apartment,2,2,2,146,0,2595084,2024-06-25,,,11,Withdrawn
242,"82 Main Street, Lovemore Heights",Port Elizabeth,Eastern Cape,Apartment,3,1,2,142,0,1849643,2024-12-22,,,22,Listed
243,"438 Park Road, Rosebank",Johannesburg,Gauteng,Apartment,3,1.5,1,147,0,1353379,2023-12-25,2024-02-07,1387314,1,Sold
244,"295 Nelson Mandela Street, Centurion",Pretoria,Gauteng,House,3,2,4,134,1117,2189533,2024-05-31,,,9,Withdrawn
245,"562 Long Street, Lynnwood",Pretoria,Gauteng,Townhouse,3,2.5,2,199,332,2209125,2025-10-06,,,20,Listed
246,"746 Oak Street, Ballito",Durban,KwaZulu-Natal,Apartment,2,2,2,158,0,2015998,2024-10-21,,,21,Listed
247,"815 Victoria Street, Observatory",Cape Town,Western Cape,Townhouse,3,2,2,140,355,2234675,2024-07-09,,,6,Under Offer
248,"780 Jan Smuts Lane, Umhlanga",Durban,KwaZulu-Natal,Farm,5,4,3,496,299273,6509743,2024-06-03,2024-08-05,6570592,31,Sold
249,"512 High Lane, Waterfront",Cape Town,Western Cape,Townhouse,3,2.5,1,106,337,3740741,2025-07-19,2026-01-12,3765550,15,Sold
250,"679 High Road, Summerstrand",Port Elizabeth,Eastern Cape,House,5,2.5,2,248,670,1601421,2025-07-12,,,50,Listed
251,"599 Market Road, Fourways",Johannesburg,Gauteng,House,4,1,2,303,1445,3532750,2025-08-29,,,5,Listed
252,"253 Long Drive, Fourways",Johannesburg,Gauteng,House,4,2.5,3,285,1050,4543221,2024-01-25,,,47,Under Offer
253,"135 Long Drive, Roodepoort",Johannesburg,Gauteng,Apartment,1,2,1,70,0,3223176,2024-11-27,,,5,Listed
254,"811 Beach Avenue, Parktown",Johannesburg,Gauteng,Apartment,2,1.5,2,194,0,2231204,2025-10-20,2026-02-26,2286890,10,Sold
255,"390 Victoria Drive, Morningside",Durban,KwaZulu-Natal,Apartment,2,1.5,2,93,0,1061978,2024-02-23,2024-06-02,1019261,1,Sold
256,"447 Church Avenue, Bellville",Cape Town,Western Cape,Farm,4,2,8,362,410553,8481783,2025-05-21,2025-08-06,8149999,13,Sold
257,"532 Park Drive, Waterfront",Cape Town,Western Cape,House,2,2.5,1,132,1171,3070283,2024-07-24,2024-09-25,3052050,32,Sold
258,"714 Station Avenue, Newton Park",Port Elizabeth,Eastern Cape,House,4,4,4,217,1466,1877265,2025-07-06,2025-09-05,1777644,43,Sold
259,"23 Station Road, Constantia",Cape Town,Western Cape,Apartment,4,2,1,178,0,2486995,2024-10-16,,,23,Withdrawn
260,"158 Oak Avenue, Observatory",Cape Town,Western Cape,Apartment,2,2,1,187,0,1750957,2024-07-14,2024-08-09,1835890,17,Sold
261,"740 Oak Street, Parktown",Johannesburg,Gauteng,Townhouse,3,2.5,1,142,153,1535984,2025-06-03,,,7,Listed
262,"62 Main Street, Summerstrand",Port Elizabeth,Eastern Cape,House,5,2.5,3,341,1396,2997329,2024-01-08,2024-02-01,2825525,13,Sold
263,"659 High Road, Glenwood",Durban,KwaZulu-Natal,Townhouse,3,2,1,119,328,1841833,2025-03-22,2025-06-19,1778783,36,Sold
264,"590 Main Drive, Newton Park",Port Elizabeth,Eastern Cape,Townhouse,4,1.5,1,188,244,1885603,2024-10-07,,,43,Listed
265,"371 Victoria Drive, Menlyn",Pretoria,Gauteng,Apartment,2,2,1,146,0,1747228,2023-12-17,,,4,Withdrawn
266,"571 High Street, Arcadia",Pretoria,Gauteng,Apartment,3,1.5,2,116,0,1100226,2024-01-05,,,10,Listed
267,"795 Main Road, Alexandra",Johannesburg,Gauteng,House,4,2.5,1,337,1342,4330876,2024-10-27,,,38,Withdrawn
268,"107 Park Lane, Durban North",Durban,KwaZulu-Natal,House,5,3,4,338,521,2489701,2025-04-10,,,40,Listed
269,"471 Main Avenue, Newton Park",Port Elizabeth,Eastern Cape,Apartment,2,1.5,2,141,0,1440049,2024-01-28,,,15,Under Offer
270,"514 Nelson Mandela Drive, Montana",Pretoria,Gauteng,Apartment,2,1.5,1,57,0,942120,2024-07-24,,,29,Under Offer
271,"211 Jan Smuts Avenue, Umlazi",Durban,KwaZulu-Natal,House,5,2.5,1,439,1267,1651770,2025-09-25,2025-12-22,1729581,21,Sold
272,"373 Station Street, Camps Bay",Cape Town,Western Cape,Townhouse,2,2,1,175,275,1746019,2025-04-28,,,26,Under Offer
273,"267 Victoria Drive, Woodstock",Cape Town,Western Cape,Townhouse,2,2.5,2,235,365,3895566,2023-11-12,2023-11-27,3548520,23,Sold
274,"962 Oak Street, Berea",Durban,KwaZulu-Natal,House,5,1,2,262,1364,2849440,2024-01-09,,,11,Listed
275,"315 Nelson Mandela Street, Hatfield",Pretoria,Gauteng,Townhouse,3,2.5,2,234,376,2557516,2024-09-19,,,3,Under Offer
276,"192 Nelson Mandela Avenue, Sunnyside",Pretoria,Gauteng,House,4,4,1,303,1022,1965152,2025-07-17,,,24,Under Offer
277,"122 Station Drive, Morningside",Durban,KwaZulu-Natal,Apartment,3,2,2,119,0,1851833,2024-01-30,,,11,Listed
278,"342 Main Avenue, Waterkloof",Pretoria,Gauteng,Apartment,2,1.5,1,114,0,1571325,2024-02-11,,,49,Withdrawn
279,"206 Long Street, Centurion",Pretoria,Gauteng,House,5,2.5,2,137,1142,3685796,2024-02-07,,,40,Listed
280,"172 Oak Lane, Framesby",Port Elizabeth,Eastern Cape,House,5,2.5,3,305,831,3033239,2024-08-20,2024-10-19,3073151,8,Sold
281,"76 Church Street, Lynnwood",Pretoria,Gauteng,House,5,2,4,235,696,1396794,2025-06-20,2025-10-10,1359948,47,Sold
282,"119 Station Lane, Arcadia",Pretoria,Gauteng,House,3,2,3,127,618,2454022,2024-11-02,,,40,Under Offer
283,"657 Main Avenue, Midrand",Johannesburg,Gauteng,Townhouse,3,2,2,221,172,3609051,2024-05-14,,,37,Listed
284,"42 Church Lane, Kabega Park",Port Elizabeth,Eastern Cape,House,5,2.5,1,375,927,3026896,2025-01-14,2025-04-15,2844461,48,Sold
285,"674 Market Lane, Glenwood",Durban,KwaZulu-Natal,Commercial,0,5,23,1255,2192,6106420,2025-08-27,2026-01-26,5595113,25,Sold
286,"329 Long Avenue, Newton Park",Port Elizabeth,Eastern Cape,Apartment,3,1,1,183,0,1595487,2025-11-03,,,30,Listed
287,"347 Market Lane, Berea",Durban,KwaZulu-Natal,Apartment,1,1,2,81,0,2221263,2025-05-20,,,9,Under Offer
288,"343 Victoria Lane, Hatfield",Pretoria,Gauteng,House,3,2.5,1,189,796,3771300,2024-02-17,,,43,Listed
289,"974 Long Road, Bellville",Cape Town,Western Cape,House,3,1,2,415,996,1980854,2024-04-28,,,22,Listed
290,"690 High Road, Bishopscourt",Cape Town,Western Cape,Townhouse,2,3,1,223,178,3391542,2024-05-09,2024-10-21,3244806,30,Sold
291,"899 Victoria Avenue, Bishopscourt",Cape Town,Western Cape,Apartment,1,2,1,99,0,2040187,2025-07-28,,,25,Listed
292,"175 Church Street, Waterfront",Cape Town,Western Cape,House,4,2.5,3,153,816,2940322,2024-05-31,,,35,Listed
293,"874 Oak Lane, Rosebank",Johannesburg,Gauteng,Apartment,4,1,2,143,0,3052919,2024-09-12,,,37,Listed
294,"111 Main Road, Walmer",Port Elizabeth,Eastern Cape,House,4,2.5,3,260,737,1678095,2024-01-29,,,43,Listed
295,"247 Victoria Drive, Kabega Park",Port Elizabeth,Eastern Cape,House,3,2,2,284,1391,1647790,2025-10-15,,,29,Listed
296,"815 Oak Street, Glenwood",Durban,KwaZulu-Natal,House,2,3,4,329,588,1745470,2024-04-22,2024-07-26,1597342,43,Sold
297,"677 Jan Smuts Avenue, Greenbushes",Port Elizabeth,Eastern Cape,Townhouse,2,2,1,239,328,2077577,2025-01-09,2025-02-04,2009267,8,Sold
298,"733 Church Street, Greenbushes",Port Elizabeth,Eastern Cape,Townhouse,4,2.5,2,157,345,1670341,2025-08-28,,,47,Under Offer
299,"418 Long Road, Durban North",Durban,KwaZulu-Natal,House,3,2,4,303,333,2086433,2024-05-25,,,39,Listed
300,"84 Church Avenue, Menlyn",Pretoria,Gauteng,House,2,2.5,2,121,814,1620512,2024-10-17,,,5,Listed
301,"703 High Street, Durban North",Durban,KwaZulu-Natal,House,6,3,2,227,1239,2546663,2025-01-13,2025-05-20,2411380,15,Sold
302,"960 Beach Street, Summerstrand",Port Elizabeth,Eastern Cape,Apartment,3,2.5,1,107,0,1865616,2024-11-12,,,29,Under Offer
303,"750 Main Lane, Morningside",Durban,KwaZulu-Natal,House,4,1,4,144,1493,1901137,2025-02-16,2025-04-08,1789516,40,Sold
304,"528 Victoria Avenue, Bishopscourt",Cape Town,Western Cape,House,3,4,1,256,762,3645663,2025-05-12,2025-07-11,3557171,47,Sold
305,"803 High Road, La Lucia",Durban,KwaZulu-Natal,House,2,1,2,157,1034,3793249,2025-10-21,2026-04-08,3549869,37,Sold
306,"583 Main Drive, La Lucia",Durban,KwaZulu-Natal,House,2,2,4,161,636,1472499,2025-04-21,,,42,Under Offer
307,"819 Long Street, Bellville",Cape Town,Western Cape,House,3,2.5,1,152,645,5183633,2023-11-26,2024-05-16,4901749,42,Sold
308,"145 Oak Lane, Claremont",Cape Town,Western Cape,Townhouse,3,1.5,1,169,243,2618271,2025-11-01,,,38,Listed
309,"2 High Road, Durban North",Durban,KwaZulu-Natal,House,4,2,1,167,1352,2274581,2024-12-30,2025-04-15,2118058,36,Sold
310,"703 Long Lane, Kabega Park",Port Elizabeth,Eastern Cape,Townhouse,2,1.5,1,131,224,2053200,2024-12-02,,,12,Listed
311,"262 Beach Avenue, Framesby",Port Elizabeth,Eastern Cape,Apartment,3,1,1,137,0,1140738,2025-04-12,,,22,Listed
312,"474 Jan Smuts Drive, Centurion",Pretoria,Gauteng,House,3,2,2,256,1352,3399322,2025-04-24,,,41,Under Offer
313,"134 Oak Street, Claremont",Cape Town,Western Cape,House,3,3,3,124,1001,2384804,2024-11-26,2025-04-10,2478406,35,Sold
314,"980 Oak Lane, Newton Park",Port Elizabeth,Eastern Cape,House,6,2,4,300,825,1170846,2024-11-26,,,40,Listed
315,"422 Station Drive, Fourways",Johannesburg,Gauteng,Townhouse,4,2,1,250,253,2439962,2024-06-12,,,12,Listed
316,"756 Market Lane, Framesby",Port Elizabeth,Eastern Cape,Apartment,3,1.5,1,198,0,1472643,2024-06-09,,,38,Listed
317,"846 Main Street, Menlyn",Pretoria,Gauteng,House,2,4,4,323,754,3262719,2024-09-07,,,36,Listed
318,"541 High Street, Glenwood",Durban,KwaZulu-Natal,Apartment,3,2.5,1,159,0,1492895,2023-12-27,2024-06-20,1415250,32,Sold
319,"574 Park Road, Centurion",Pretoria,Gauteng,Townhouse,3,2.5,2,245,342,2188109,2025-09-04,2025-12-07,2110919,40,Sold
320,"529 Beach Avenue, Roodepoort",Johannesburg,Gauteng,House,3,2,1,323,1413,2457543,2024-11-26,2025-01-22,2222684,8,Sold
321,"62 Long Road, Kabega Park",Port Elizabeth,Eastern Cape,Apartment,3,1,1,59,0,1654920,2023-11-30,,,30,Under Offer
322,"800 Main Drive, Soweto",Johannesburg,Gauteng,Apartment,1,1.5,1,137,0,1418715,2025-04-04,,,30,Under Offer
323,"532 Nelson Mandela Road, Houghton",Johannesburg,Gauteng,House,2,2.5,1,360,553,3035553,2024-08-19,2024-09-19,2754935,35,Sold
324,"159 Station Avenue, Houghton",Johannesburg,Gauteng,House,5,2.5,4,179,929,3198448,2024-02-04,,,31,Listed
325,"137 High Road, Humewood",Port Elizabeth,Eastern Cape,Apartment,1,1.5,2,128,0,963880,2024-09-17,,,46,Under Offer
326,"697 Park Road, Parktown",Johannesburg,Gauteng,Apartment,3,2,2,182,0,1509725,2025-04-07,,,43,Listed
327,"392 Station Lane, Umlazi",Durban,KwaZulu-Natal,Apartment,2,1.5,1,135,0,1787430,2024-07-17,,,6,Withdrawn
328,"706 Nelson Mandela Avenue, Melrose",Johannesburg,Gauteng,Townhouse,3,1.5,1,172,185,2323366,2025-04-13,,,27,Listed
329,"237 Long Drive, Alexandra",Johannesburg,Gauteng,House,3,2,4,281,1302,4083917,2024-06-23,2024-11-17,3935459,16,Sold
330,"186 Nelson Mandela Street, Humewood",Port Elizabeth,Eastern Cape,Apartment,2,1.5,1,165,0,741382,2025-04-28,2025-05-16,726887,19,Sold
331,"766 Church Street, Framesby",Port Elizabeth,Eastern Cape,House,5,3,2,196,955,1627478,2024-03-05,,,7,Listed
332,"79 Station Street, Brooklyn",Pretoria,Gauteng,Townhouse,4,3,2,246,165,1672496,2024-10-16,,,8,Listed
333,"325 Market Street, Bellville",Cape Town,Western Cape,Farm,3,2,8,331,218675,5059240,2025-10-24,2026-03-20,5267372,28,Sold
334,"83 Market Street, Houghton",Johannesburg,Gauteng,Apartment,2,1.5,1,100,0,2243124,2025-07-18,,,49,Withdrawn
335,"755 Jan Smuts Drive, Morningside",Durban,KwaZulu-Natal,House,5,1,3,182,764,3632633,2024-05-21,,,30,Listed
336,"395 Church Street, Fourways",Johannesburg,Gauteng,House,4,1,2,310,508,5060515,2025-01-14,2025-04-19,4910133,5,Sold
337,"460 High Avenue, Bishopscourt",Cape Town,Western Cape,House,4,2,3,164,1057,3655339,2025-10-15,,,44,Listed
338,"446 Market Lane, Greenbushes",Port Elizabeth,Eastern Cape,House,4,2.5,4,298,989,1458938,2025-10-16,2026-01-11,1358409,29,Sold
339,"682 Church Street, La Lucia",Durban,KwaZulu-Natal,House,4,2.5,2,399,449,2657980,2024-03-23,,,9,Listed
340,"287 High Drive, Sunnyside",Pretoria,Gauteng,Townhouse,2,1.5,2,207,300,2407732,2024-07-07,,,14,Withdrawn
341,"410 Park Lane, Centurion",Pretoria,Gauteng,Farm,3,4,7,272,182061,6554388,2025-01-19,2025-04-15,6371617,7,Sold
342,"603 Main Lane, Summerstrand",Port Elizabeth,Eastern Cape,Apartment,3,1.5,2,163,0,634497,2025-06-20,2025-08-13,619637,41,Sold
343,"520 Victoria Lane, Rosebank",Johannesburg,Gauteng,House,3,2.5,1,123,301,2444369,2024-12-05,,,47,Listed
344,"878 Market Avenue, Berea",Durban,KwaZulu-Natal,Townhouse,3,2.5,2,134,350,1405414,2025-07-01,2025-08-12,1396510,20,Sold
345,"920 Station Road, Newton Park",Port Elizabeth,Eastern Cape,Townhouse,3,2,1,158,273,1699210,2024-06-14,,,11,Under Offer
346,"918 Market Street, Umhlanga",Durban,KwaZulu-Natal,Apartment,4,1,2,67,0,1094746,2024-09-26,,,26,Under Offer
347,"19 Oak Road, Claremont",Cape Town,Western Cape,House,2,2,2,395,1195,3214148,2025-02-15,2025-06-04,3052343,2,Sold
348,"319 Beach Lane, Fourways",Johannesburg,Gauteng,House,3,3,3,224,351,5386077,2025-01-08,,,8,Listed
349,"29 Victoria Lane, La Lucia",Durban,KwaZulu-Natal,Apartment,4,2,2,186,0,1842922,2023-11-04,,,25,Listed
350,"75 Park Street, Montana",Pretoria,Gauteng,Apartment,4,1.5,1,98,0,883658,2025-04-22,,,19,Listed
351,"806 Beach Avenue, Waterfront",Cape Town,Western Cape,House,5,1,2,124,1257,5643625,2024-02-27,,,43,Listed
352,"350 Jan Smuts Avenue, Morningside",Durban,KwaZulu-Natal,Apartment,2,2,2,123,0,2110790,2024-04-26,2024-05-06,2070534,49,Sold
353,"299 Market Drive, Menlyn",Pretoria,Gauteng,Townhouse,4,2,2,212,312,1128015,2024-09-08,2024-10-26,1017463,23,Sold
354,"109 Long Avenue, Menlyn",Pretoria,Gauteng,Apartment,1,1.5,1,103,0,1197972,2024-01-18,2024-07-02,1122896,15,Sold
355,"727 Beach Lane, Sandton",Johannesburg,Gauteng,House,3,2.5,4,388,1442,4276892,2024-07-15,,,30,Listed
356,"706 Station Road, Lovemore Heights",Port Elizabeth,Eastern Cape,Commercial,0,3,23,648,1004,7819096,2025-06-18,2025-11-07,7667088,1,Sold
357,"616 Jan Smuts Lane, Hatfield",Pretoria,Gauteng,House,4,2,4,271,1328,3016294,2023-12-27,2024-06-19,3002928,7,Sold
358,"194 Market Avenue, Newton Park",Port Elizabeth,Eastern Cape,House,2,2.5,4,250,342,2463618,2025-10-05,,,34,Under Offer
359,"363 Nelson Mandela Street, Menlyn",Pretoria,Gauteng,House,3,2.5,1,163,1366,2200366,2024-08-24,,,33,Under Offer
360,"912 Market Avenue, Durban North",Durban,KwaZulu-Natal,Townhouse,3,2.5,2,153,255,2573532,2025-06-03,,,37,Listed
361,"648 Park Drive, Menlyn",Pretoria,Gauteng,House,4,2.5,1,323,602,3192799,2024-11-26,,,9,Listed
362,"133 Park Avenue, Greenbushes",Port Elizabeth,Eastern Cape,Apartment,3,2,2,122,0,1305261,2025-05-15,,,42,Listed
363,"429 Park Road, Alexandra",Johannesburg,Gauteng,Apartment,2,1,2,66,0,1114003,2025-08-01,2025-10-16,1018035,18,Sold
364,"38 Oak Avenue, Observatory",Cape Town,Western Cape,Apartment,2,2,1,199,0,3504607,2024-01-22,2024-06-20,3354773,38,Sold
365,"831 Oak Street, Glenwood",Durban,KwaZulu-Natal,Townhouse,3,1.5,1,238,239,1602427,2024-08-11,,,3,Listed
366,"876 Market Road, Walmer",Port Elizabeth,Eastern Cape,House,3,2,2,262,936,2098962,2025-03-11,,,1,Listed
367,"231 Station Avenue, Bellville",Cape Town,Western Cape,Townhouse,4,2.5,2,108,282,4188585,2023-11-22,,,45,Under Offer
368,"77 Victoria Drive, Green Point",Cape Town,Western Cape,Townhouse,2,2,2,244,250,2997045,2024-08-17,,,45,Withdrawn
369,"7 High Avenue, Greenbushes",Port Elizabeth,Eastern Cape,Townhouse,4,2,2,125,282,1822159,2024-12-22,2025-03-28,1830439,47,Sold
370,"435 Beach Road, Rosebank",Johannesburg,Gauteng,Townhouse,4,1.5,2,173,314,2490464,2025-05-09,2025-09-25,2325642,24,Sold
371,"317 Church Lane, Soweto",Johannesburg,Gauteng,House,2,3,3,394,883,3183448,2025-04-14,2025-06-06,3135057,14,Sold
372,"878 Church Street, Westville",Durban,KwaZulu-Natal,House,4,3,3,175,898,1321230,2024-10-19,,,47,Listed
373,"716 Station Road, Framesby",Port Elizabeth,Eastern Cape,House,5,1,3,319,651,2161353,2024-12-04,,,36,Under Offer
374,"988 Church Lane, Greenbushes",Port Elizabeth,Eastern Cape,Apartment,3,1.5,1,161,0,1244503,2024-10-10,,,1,Listed
375,"473 Long Lane, Fourways",Johannesburg,Gauteng,Townhouse,2,1.5,1,127,208,1490919,2025-08-05,,,40,Listed
376,"32 Long Drive, Green Point",Cape Town,Western Cape,Apartment,2,1.5,2,63,0,1944770,2024-06-03,2024-07-15,1808989,20,Sold
377,"396 Park Lane, Woodstock",Cape Town,Western Cape,House,4,3,1,159,1100,3637891,2024-05-04,,,19,Listed
378,"2 Market Lane, Sandton",Johannesburg,Gauteng,House,5,2,1,277,731,5055447,2024-09-03,,,20,Under Offer
379,"589 Market Avenue, Midrand",Johannesburg,Gauteng,House,5,2.5,1,346,531,3194013,2024-02-02,,,43,Under Offer
380,"802 Jan Smuts Street, Clifton",Cape Town,Western Cape,Townhouse,3,2,2,165,226,2458464,2024-01-17,,,11,Listed
381,"740 Jan Smuts Avenue, Silverton",Pretoria,Gauteng,Townhouse,4,2.5,1,211,162,2776833,2025-08-16,,,44,Listed
382,"967 Long Street, Mitchell's Plain",Cape Town,Western Cape,Townhouse,4,2.5,1,194,383,3016260,2023-11-29,,,9,Under Offer
383,"446 Beach Avenue, Walmer",Port Elizabeth,Eastern Cape,Apartment,2,1.5,1,117,0,1624665,2024-12-14,,,17,Listed
384,"893 Victoria Lane, Clifton",Cape Town,Western Cape,Apartment,1,2,2,76,0,3165410,2024-12-28,2025-03-14,3172788,19,Sold
385,"795 Beach Lane, Observatory",Cape Town,Western Cape,House,3,2.5,3,377,1152,4428181,2023-11-16,,,44,Listed
386,"730 Long Drive, Kabega Park",Port Elizabeth,Eastern Cape,House,4,2.5,4,409,789,1463290,2025-05-31,2025-08-09,1467601,30,Sold
387,"614 High Road, Humewood",Port Elizabeth,Eastern Cape,Farm,6,4,7,524,427496,2428240,2024-03-12,,,35,Under Offer
388,"382 Victoria Avenue, Walmer",Port Elizabeth,Eastern Cape,House,2,2,4,378,617,1566120,2025-03-17,,,10,Listed
389,"872 Station Avenue, Sea Point",Cape Town,Western Cape,House,5,2,3,186,624,4643948,2024-09-03,,,19,Listed
390,"496 Market Lane, Observatory",Cape Town,Western Cape,Farm,4,4,8,252,143183,10163471,2024-11-12,2025-03-28,9796944,45,Sold
